recall,ef,dst,time
0.9899,506,510,1026507003
0.9899,506,510,992967257
0.9899,506,510,952010988
0.9899,506,510,939175188
0.9899,506,510,933449965
0.9899,506,510,927353254
0.9899,506,510,942200741
0.9899,506,510,965813149
0.9899,506,510,942487328
0.9899,506,510,935389537
